,Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year,Death_Year
211,1944,337,Joseph,Erlanger,medicine,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",male,1874-01-05,USA,San Francisco CA,US,05/12/1965,USA,St. Louis MO,US,Washington University,St. Louis MO,USA,1874.0,1965.0
212,1944,614,Johannes V.,Jensen,literature,1,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style""",male,1873-01-20,Denmark,Farsø,DK,25/11/1950,Denmark,Copenhagen,DK,,,,1873.0,1950.0
213,1944,338,Herbert S.,Gasser,medicine,2,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",male,1888-07-05,USA,Platteville WI,US,11/05/1963,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA,1888.0,1963.0
214,1944,202,Otto,Hahn,chemistry,1,"""for his discovery of the fission of heavy nuclei""",male,1879-03-08,Germany,Frankfurt-on-the-Main,DE,28/07/1968,West Germany (now Germany),Göttingen,DE,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,1879.0,1968.0
215,1944,482,International Committee of the Red Cross,unknown,peace,1,"""for the great work it has performed during the war on behalf of humanity""",org,1863-00-00,,,,0000-00-00,,,,,,,1863.0,
216,1944,49,Isidor Isaac,Rabi,physics,1,"""for his resonance method for recording the magnetic properties of atomic nuclei""",male,1898-07-29,Austria-Hungary (now Poland),Rymanow,PL,11/01/1988,USA,New York NY,US,Columbia University,New York NY,USA,1898.0,1988.0
217,1945,50,Wolfgang,Pauli,physics,1,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",male,25/04/1900,Austria,Vienna,AT,15/12/1958,Switzerland,Zurich,CH,Princeton University,Princeton NJ,USA,1900.0,1958.0
218,1945,615,Gabriela,Mistral,literature,1,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",female,1889-04-07,Chile,Vicuña,CL,10/01/1957,USA,Hempstead NY,US,,,,1889.0,1957.0
219,1945,203,Artturi,Virtanen,chemistry,1,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",male,1895-01-15,Russian Empire (now Finland),Helsinki,FI,11/11/1973,Finland,Helsinki,FI,University of Helsinki,Helsinki,Finland,1895.0,1973.0
220,1945,505,Cordell,Hull,peace,1,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",male,1871-10-02,USA,Olympus TN,US,23/07/1955,USA,Bethesda MD,US,,,,1871.0,1955.0
221,1945,339,Sir Alexander,Fleming,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,1881-08-06,Scotland,Lochfield,GB,11/03/1955,United Kingdom,London,GB,London University,London,United Kingdom,1881.0,1955.0
222,1945,340,Ernst B.,Chain,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,19/06/1906,Germany,Berlin,DE,12/08/1979,Ireland,Mulrany,IE,University of Oxford,Oxford,United Kingdom,1906.0,1979.0
223,1945,341,Sir Howard,Florey,medicine,3,"""for the discovery of penicillin and its curative effect in various infectious diseases""",male,1898-09-24,Australia,Adelaide,AU,21/02/1968,United Kingdom,Oxford,GB,University of Oxford,Oxford,United Kingdom,1898.0,1968.0
224,1946,507,John R.,Mott,peace,2,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",male,1865-05-25,USA,Livingston Manor NY,US,31/01/1955,USA,,US,,,,1865.0,1955.0
225,1946,51,Percy W.,Bridgman,physics,1,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",male,1882-04-21,USA,Cambridge MA,US,20/08/1961,USA,Randolph NH,US,Harvard University,Cambridge MA,USA,1882.0,1961.0
226,1946,204,James B.,Sumner,chemistry,2,"""for his discovery that enzymes can be crystallized""",male,1887-11-19,USA,Canton MA,US,12/08/1955,USA,Buffalo NY,US,Cornell University,Ithaca NY,USA,1887.0,1955.0
227,1946,205,John H.,Northrop,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",male,1891-07-05,USA,Yonkers NY,US,27/05/1987,USA,Wickenberg AZ,US,Rockefeller Institute for Medical Research,Princeton NJ,USA,1891.0,1987.0
228,1946,206,Wendell M.,Stanley,chemistry,4,"""for their preparation of enzymes and virus proteins in a pure form""",male,16/08/1904,USA,Ridgeville IN,US,15/06/1971,Spain,Salamanca,ES,Rockefeller Institute for Medical Research,Princeton NJ,USA,1904.0,1971.0
229,1946,342,Hermann J.,Muller,medicine,1,"""for the discovery of the production of mutations by means of X-ray irradiation""",male,1890-12-21,USA,New York NY,US,05/04/1967,USA,Indianapolis IN,US,Indiana University,Bloomington IN,USA,1890.0,1967.0
230,1946,506,Emily Greene,Balch,peace,2,"""for her lifelong work for the cause of peace""",female,1867-01-08,USA,Jamaica Plain MA (now Boston MA),US,09/01/1961,USA,Cambridge MA,US,,,,1867.0,1961.0
231,1946,617,Hermann,Hesse,literature,1,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",male,1877-07-02,Germany,Calw,DE,09/08/1962,Switzerland,Montagnola,CH,,,,1877.0,1962.0
232,1947,344,Gerty,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",female,1896-08-15,Austria-Hungary (now Czech Republic),Prague,CZ,26/10/1957,USA,St. Louis MO,US,Washington University,St. Louis MO,USA,1896.0,1957.0
233,1947,345,Bernardo,Houssay,medicine,2,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",male,1887-04-10,Argentina,Buenos Aires,AR,21/09/1971,Argentina,Buenos Aires,AR,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,1887.0,1971.0
234,1947,52,Edward V.,Appleton,physics,1,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",male,1892-09-06,United Kingdom,Bradford,GB,21/04/1965,Scotland,Edinburgh,GB,Department of Scientific and Industrial Research,London,United Kingdom,1892.0,1965.0
235,1947,618,André,Gide,literature,1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",male,1869-11-22,France,Paris,FR,19/02/1951,France,Paris,FR,,,,1869.0,1951.0
236,1947,207,Sir Robert,Robinson,chemistry,1,"""for his investigations on plant products of biological importance especially the alkaloids""",male,1886-09-13,United Kingdom,Rufford near Chesterfield,GB,08/02/1975,United Kingdom,Great Missenden,GB,University of Oxford,Oxford,United Kingdom,1886.0,1975.0
237,1947,508,Friends Service Council,unknown,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",org,1647-00-00,,,,0000-00-00,,,,,,,1647.0,
238,1947,509,American Friends Service Committee,unknown,peace,2,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",org,1917-00-00,,,,0000-00-00,,,,,,,1917.0,
239,1947,343,Carl,Cori,medicine,4,"""for their discovery of the course of the catalytic conversion of glycogen""",male,1896-12-05,Austria-Hungary (now Czech Republic),Prague,CZ,20/10/1984,USA,Cambridge MA,US,Washington University,St. Louis MO,USA,1896.0,1984.0
240,1948,346,Paul,Müller,medicine,1,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",male,1899-01-12,Switzerland,Olten,CH,12/10/1965,Switzerland,Basel,CH,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,1899.0,1965.0
241,1948,619,T.S.,Eliot,literature,1,"""for his outstanding pioneer contribution to present-day poetry""",male,1888-09-26,USA,St. Louis MO,US,04/01/1965,United Kingdom,London,GB,,,,1888.0,1965.0
242,1948,208,Arne,Tiselius,chemistry,1,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",male,10/08/1902,Sweden,Stockholm,SE,29/10/1971,Sweden,Uppsala,SE,Uppsala University,Uppsala,Sweden,1902.0,1971.0
243,1948,53,Patrick M.S.,Blackett,physics,1,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",male,1897-11-18,United Kingdom,London,GB,13/07/1974,United Kingdom,London,GB,Victoria University,Manchester,United Kingdom,1897.0,1974.0
244,1949,348,Egas,Moniz,medicine,2,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",male,1874-11-29,Portugal,Avanca,PT,13/12/1955,Portugal,Lisbon,PT,University of Lisbon,Lisbon,Portugal,1874.0,1955.0
245,1949,209,William F.,Giauque,chemistry,1,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",male,1895-05-12,Canada,Niagara Falls,CA,28/03/1982,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1895.0,1982.0
246,1949,347,Walter,Hess,medicine,2,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",male,1881-03-17,Switzerland,Frauenfeld,CH,12/08/1973,Switzerland,Ascona,CH,University of Zurich,Zurich,Switzerland,1881.0,1973.0
247,1949,620,William,Faulkner,literature,1,"""for his powerful and artistically unique contribution to the modern American novel""",male,1897-09-25,USA,New Albany MS,US,06/07/1962,USA,Byhalia MS,US,,,,1897.0,1962.0
248,1949,510,John,Boyd Orr,peace,1,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",male,1880-09-23,Scotland,Kilmaurs,GB,25/06/1971,Scotland,Edzell,GB,,,,1880.0,1971.0
249,1949,54,Hideki,Yukawa,physics,1,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",male,23/01/1907,Japan,Tokyo,JP,08/09/1981,Japan,Kyoto,JP,Columbia University,New York NY,USA,1907.0,1981.0
250,1950,621,Bertrand,Russell,literature,1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",male,1872-05-18,United Kingdom,Trelleck,GB,02/02/1970,United Kingdom,Penrhyndeudraeth,GB,,,,1872.0,1970.0
251,1950,511,Ralph,Bunche,peace,1,"""for his work as mediator in Palestine in 1948-1949""",male,07/08/1904,USA,Detroit MI,US,09/12/1971,USA,New York NY,US,Harvard University,Cambridge MA,USA,1904.0,1971.0
252,1950,351,Philip S.,Hench,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1896-02-28,USA,Pittsburgh PA,US,30/03/1965,Jamaica,Ocho Rios,JM,Mayo Clinic,Rochester MN,USA,1896.0,1965.0
253,1950,350,Tadeus,Reichstein,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1897-07-20,Poland,Wloclawek,PL,01/08/1996,Switzerland,Basel,CH,Basel University,Basel,Switzerland,1897.0,1996.0
254,1950,349,Edward C.,Kendall,medicine,3,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",male,1886-03-08,USA,South Norwalk CT,US,04/05/1972,USA,Princeton NJ,US,Mayo Clinic,Rochester MN,USA,1886.0,1972.0
255,1950,211,Kurt,Alder,chemistry,2,"""for their discovery and development of the diene synthesis""",male,10/07/1902,Prussia (now Poland),Königshütte (now Chorzów),PL,20/06/1958,West Germany (now Germany),Cologne,DE,Cologne University,Cologne,Germany,1902.0,1958.0
256,1950,55,Cecil,Powell,physics,1,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",male,05/12/1903,United Kingdom,Tonbridge,GB,09/08/1969,Italy,,IT,Bristol University,Bristol,United Kingdom,1903.0,1969.0
257,1950,210,Otto,Diels,chemistry,2,"""for their discovery and development of the diene synthesis""",male,1876-01-23,Germany,Hamburg,DE,07/03/1954,West Germany (now Germany),Kiel,DE,Kiel University,Kiel,Germany,1876.0,1954.0
258,1951,512,Léon,Jouhaux,peace,1,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",male,1879-07-01,France,Paris,FR,28/04/1954,France,Paris,FR,,,,1879.0,1954.0
259,1951,622,Pär,Lagerkvist,literature,1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",male,1891-05-23,Sweden,Växjö,SE,11/07/1974,Sweden,Stockholm,SE,,,,1891.0,1974.0
260,1951,57,Ernest T.S.,Walton,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",male,06/10/1903,Ireland,Dungarvan,IE,25/06/1995,Northern Ireland,Belfast,GB,Trinity College,Dublin,Ireland,1903.0,1995.0
261,1951,56,John,Cockcroft,physics,2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",male,1897-05-27,United Kingdom,Todmorden,GB,18/09/1967,United Kingdom,Cambridge,GB,Atomic Energy Research Establishment,Harwell Berkshire,United Kingdom,1897.0,1967.0
262,1951,212,Edwin M.,McMillan,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",male,18/09/1907,USA,Redondo Beach CA,US,07/09/1991,USA,El Cerrito CA,US,University of California,Berkeley CA,USA,1907.0,1991.0
263,1951,352,Max,Theiler,medicine,1,"""for his discoveries concerning yellow fever and how to combat it""",male,1899-01-30,South Africa,Pretoria,ZA,11/08/1972,USA,New Haven CT,US,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA,1899.0,1972.0
264,1951,213,Glenn T.,Seaborg,chemistry,2,"""for their discoveries in the chemistry of the transuranium elements""",male,19/04/1912,USA,Ishpeming MI,US,25/02/1999,USA,Lafayette CA,US,University of California,Berkeley CA,USA,1912.0,1999.0
265,1952,58,Felix,Bloch,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",male,23/10/1905,Switzerland,Zurich,CH,10/09/1983,Switzerland,Zurich,CH,Stanford University,Stanford CA,USA,1905.0,1983.0
266,1952,215,Richard L.M.,Synge,chemistry,2,"""for their invention of partition chromatography""",male,28/10/1914,United Kingdom,Liverpool,GB,18/08/1994,United Kingdom,Norwich,GB,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,1914.0,1994.0
267,1952,513,Albert,Schweitzer,peace,1,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",male,1875-01-14,Germany (now France),Kaysersberg,FR,04/09/1965,Gabon,Lambaréné,GA,,,,1875.0,1965.0
268,1952,353,Selman A.,Waksman,medicine,1,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",male,1888-07-22,Russian Empire (now Ukraine),Priluka (now Nova Pryluka),UA,16/08/1973,USA,Hyannis MA,US,Rutgers University,New Brunswick NJ,USA,1888.0,1973.0
269,1952,214,Archer J.P.,Martin,chemistry,2,"""for their invention of partition chromatography""",male,01/03/1910,United Kingdom,London,GB,28/07/2002,United Kingdom,Llangarron,GB,National Institute for Medical Research,London,United Kingdom,1910.0,2002.0
270,1952,59,E. M.,Purcell,physics,2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",male,30/08/1912,USA,Taylorville IL,US,07/03/1997,USA,Cambridge MA,US,Harvard University,Cambridge MA,USA,1912.0,1997.0
271,1952,623,François,Mauriac,literature,1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",male,1885-10-11,France,Bordeaux,FR,01/09/1970,France,Paris,FR,,,,1885.0,1970.0
272,1953,514,George C.,Marshall,peace,1,"""for proposing and supervising the plan for the economic recovery of Europe""",male,1880-12-31,USA,Uniontown PA,US,16/10/1959,USA,Washington D.C.,US,,,,1880.0,1959.0
273,1953,354,Hans,Krebs,medicine,2,"""for his discovery of the citric acid cycle""",male,25/08/1900,Germany,Hildesheim,DE,22/11/1981,United Kingdom,Oxford,GB,Sheffield University,Sheffield,United Kingdom,1900.0,1981.0
274,1953,355,Fritz,Lipmann,medicine,2,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",male,1899-06-12,Germany (now Russia),Koenigsberg (now Kaliningrad),RU,24/07/1986,USA,Poughkeepsie NY,US,Harvard Medical School,Boston MA,USA,1899.0,1986.0
275,1953,60,Frits,Zernike,physics,1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",male,1888-07-16,the Netherlands,Amsterdam,NL,10/03/1966,the Netherlands,Groningen,NL,Groningen University,Groningen,the Netherlands,1888.0,1966.0
276,1953,216,Hermann,Staudinger,chemistry,1,"""for his discoveries in the field of macromolecular chemistry""",male,1881-03-23,Germany,Worms,DE,08/09/1965,West Germany (now Germany),Freiburg im Breisgau,DE,University of Freiburg,Breisgau,Germany,1881.0,1965.0
277,1953,624,Winston,Churchill,literature,1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",male,1874-11-30,United Kingdom,Woodstock,GB,24/01/1965,United Kingdom,London,GB,,,,1874.0,1965.0
278,1954,356,John F.,Enders,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,1897-02-10,USA,West Hartford CT,US,08/09/1985,USA,Waterford CT,US,Harvard Medical School,Boston MA,USA,1897.0,1985.0
279,1954,357,Thomas H.,Weller,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,15/06/1915,USA,Ann Arbor MI,US,23/08/2008,USA,Needham MA,US,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA,1915.0,2008.0
280,1954,358,Frederick C.,Robbins,medicine,3,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",male,25/08/1916,USA,Auburn AL,US,04/08/2003,USA,Cleveland OH,US,Western Reserve University,Cleveland OH,USA,1916.0,2003.0
281,1954,217,Linus,Pauling,chemistry,1,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",male,28/02/1901,USA,Portland OR,US,19/08/1994,USA,Big Sur CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1901.0,1994.0
282,1954,61,Max,Born,physics,2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",male,1882-12-11,Germany (now Poland),Breslau (now Wroclaw),PL,05/01/1970,West Germany (now Germany),Göttingen,DE,Edinburgh University,Edinburgh,United Kingdom,1882.0,1970.0
283,1954,62,Walther,Bothe,physics,2,"""for the coincidence method and his discoveries made therewith""",male,1891-01-08,Germany,Oranienburg,DE,08/02/1957,West Germany (now Germany),Heidelberg,DE,University of Heidelberg,Heidelberg,Germany,1891.0,1957.0
284,1954,625,Ernest,Hemingway,literature,1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",male,1899-07-21,USA,Oak Park IL,US,02/07/1961,USA,Ketchum ID,US,,,,1899.0,1961.0
285,1954,515,Office of the United Nations High Commissioner for Refugees,unknown,peace,1,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",org,14/12/1950,,,,0000-00-00,,,,,,,1950.0,
286,1955,626,Halldór,Laxness,literature,1,"""for his vivid epic power which has renewed the great narrative art of Iceland""",male,23/04/1902,Iceland,Reykjavik,IS,08/02/1998,Iceland,Reykjavik,IS,,,,1902.0,1998.0
287,1955,64,Polykarp,Kusch,physics,2,"""for his precision determination of the magnetic moment of the electron""",male,26/01/1911,Germany,Blankenburg,DE,20/03/1993,USA,Dallas TX,US,Columbia University,New York NY,USA,1911.0,1993.0
288,1955,63,Willis E.,Lamb,physics,2,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",male,12/07/1913,USA,Los Angeles CA,US,15/05/2008,USA,Tucson AZ,US,Stanford University,Stanford CA,USA,1913.0,2008.0
289,1955,359,Hugo,Theorell,medicine,1,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",male,06/07/1903,Sweden,Linköping,SE,15/08/1982,Sweden,Stockholm,SE,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden,1903.0,1982.0
290,1955,218,Vincent,du Vigneaud,chemistry,1,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",male,18/05/1901,USA,Chicago IL,US,11/12/1978,USA,White Plains NY,US,Cornell University,Ithaca NY,USA,1901.0,1978.0
291,1956,361,Werner,Forssmann,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,29/08/1904,Germany,Berlin,DE,01/06/1979,West Germany (now Germany),Schopfheim,DE,Mainz University,Mainz,Germany,1904.0,1979.0
292,1956,360,André F.,Cournand,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,1895-09-24,France,Paris,FR,19/02/1988,USA,Great Barrington MA,US,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA,1895.0,1988.0
293,1956,67,Walter H.,Brattain,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,10/02/1902,China,Amoy,CN,13/10/1987,USA,Seattle WA,US,Bell Telephone Laboratories,Murray Hill NJ,USA,1902.0,1987.0
294,1956,220,Nikolay,Semenov,chemistry,2,"""for their researches into the mechanism of chemical reactions""",male,1896-04-03,Russia,Saratov,RU,25/09/1986,USSR (now Russia),Moscow,RU,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,USSR (now Russia),1896.0,1986.0
295,1956,219,Sir Cyril,Hinshelwood,chemistry,2,"""for their researches into the mechanism of chemical reactions""",male,1897-05-19,United Kingdom,London,GB,09/10/1967,United Kingdom,London,GB,University of Oxford,Oxford,United Kingdom,1897.0,1967.0
296,1956,66,John,Bardeen,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,23/05/1908,USA,Madison WI,US,30/01/1991,USA,Boston MA,US,University of Illinois,Urbana IL,USA,1908.0,1991.0
297,1956,65,William B.,Shockley,physics,3,"""for their researches on semiconductors and their discovery of the transistor effect""",male,13/02/1910,United Kingdom,London,GB,12/08/1989,USA,Palo Alto CA,US,Semiconductor Laboratory of Beckman Instruments Inc.,Mountain View CA,USA,1910.0,1989.0
298,1956,362,Dickinson W.,Richards,medicine,3,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",male,1895-10-30,USA,Orange NJ,US,23/02/1973,USA,Lakeville CT,US,Columbia University,New York NY,USA,1895.0,1973.0
299,1956,627,Juan Ramón,Jiménez,literature,1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",male,1881-12-24,Spain,Moguer,ES,29/05/1958,Puerto Rico,San Juan,PR,,,,1881.0,1958.0
300,1957,68,Chen Ning,Yang,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",male,22/09/1922,China,Hofei Anhwei,CN,0000-00-00,,,,Institute for Advanced Study,Princeton NJ,USA,1922.0,
301,1957,516,Lester Bowles,Pearson,peace,1,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",male,1897-04-23,Canada,Toronto,CA,27/12/1972,Canada,Ottawa,CA,,,,1897.0,1972.0
302,1957,221,Lord,Todd,chemistry,1,"""for his work on nucleotides and nucleotide co-enzymes""",male,02/10/1907,Scotland,Glasgow,GB,10/01/1997,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1907.0,1997.0
303,1957,69,Tsung-Dao,Lee,physics,2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",male,24/11/1926,China,Shanghai,CN,0000-00-00,,,,Columbia University,New York NY,USA,1926.0,
304,1957,628,Albert,Camus,literature,1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",male,07/11/1913,French Algeria (now Algeria),Mondovi,DZ,04/01/1960,France,Sens,FR,,,,1913.0,1960.0
305,1957,363,Daniel,Bovet,medicine,1,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",male,23/03/1907,Switzerland,Neuchâtel,CH,08/04/1992,Italy,Rome,IT,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1907.0,1992.0
306,1958,222,Frederick,Sanger,chemistry,1,"""for his work on the structure of proteins especially that of insulin""",male,13/08/1918,United Kingdom,Rendcombe,GB,19/11/2013,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1918.0,2013.0
307,1958,517,Georges,Pire,peace,1,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",male,10/02/1910,Belgium,Dinant,BE,30/01/1969,Belgium,Leuven,BE,,,,1910.0,1969.0
308,1958,365,Edward,Tatum,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",male,14/12/1909,USA,Boulder CO,US,05/11/1975,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA,1909.0,1975.0
309,1958,366,Joshua,Lederberg,medicine,2,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",male,23/05/1925,USA,Montclair NJ,US,02/02/2008,USA,New York NY,US,University of Wisconsin,Madison WI,USA,1925.0,2008.0
310,1958,629,Boris,Pasternak,literature,1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",male,1890-02-10,Russia,Moscow,RU,30/05/1960,Russia,Peredelkino,RU,,,,1890.0,1960.0
311,1958,721,Il´ja M.,Frank,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,23/10/1908,Russia,Leningrad (now St. Petersburg),RU,22/06/1990,USSR (now Russia),Moscow,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia),1908.0,1990.0
312,1958,71,Igor Y.,Tamm,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,1895-07-08,Russia,Vladivostok,RU,12/04/1971,USSR (now Russia),Moscow,RU,Lomonosov Moscow State University,Moscow,USSR (now Russia),1895.0,1971.0
313,1958,70,Pavel A.,Cherenkov,physics,3,"""for the discovery and the interpretation of the Cherenkov effect""",male,28/07/1904,Russia,Novaya Chigla,RU,06/01/1990,USSR (now Russia),,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),1904.0,1990.0
314,1958,364,George,Beadle,medicine,4,"""for their discovery that genes act by regulating definite chemical events""",male,22/10/1903,USA,Wahoo NE,US,09/06/1989,USA,Pomona CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1903.0,1989.0
315,1959,368,Arthur,Kornberg,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",male,03/03/1918,USA,Brooklyn NY,US,26/10/2007,USA,Stanford CA,US,Stanford University,Stanford CA,USA,1918.0,2007.0
316,1959,223,Jaroslav,Heyrovsky,chemistry,1,"""for his discovery and development of the polarographic methods of analysis""",male,1890-12-20,Austria-Hungary (now Czech Republic),Prague,CZ,27/03/1967,Czechoslovakia (now Czech Republic),Prague,CZ,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic),1890.0,1967.0
317,1959,73,Owen,Chamberlain,physics,2,"""for their discovery of the antiproton""",male,10/07/1920,USA,San Francisco CA,US,28/02/2006,USA,Berkeley CA,US,University of California,Berkeley CA,USA,1920.0,2006.0
318,1959,72,Emilio,Segrè,physics,2,"""for their discovery of the antiproton""",male,01/02/1905,Italy,Tivoli,IT,22/04/1989,USA,Lafayette CA,US,University of California,Berkeley CA,USA,1905.0,1989.0
319,1959,367,Severo,Ochoa,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",male,24/09/1905,Spain,Luarca,ES,01/11/1993,Spain,Madrid,ES,New York University College of Medicine,New York NY,USA,1905.0,1993.0
320,1959,518,Philip,Noel-Baker,peace,1,"""for his longstanding contribution to the cause of disarmament and peace""",male,1889-11-01,United Kingdom,London,GB,08/10/1982,United Kingdom,London,GB,,,,1889.0,1982.0
